Date,Low,Open,Volume,High,Close,Adjusted Close,Stock_Return,Unnamed: 0,GDP,GDP Growth,CPI,Core CPI,PPI,Unemployment Rate,Labor Force Participation Rate,Fed Funds Rate,10Y Treasury Yield,Money Supply (M2),Consumer Confidence,Housing Starts,Home Price Index,S&P 500 Index,VIX (Volatility Index),Corporate Bond Yield,Oil Prices (WTI),Trade Balance,USD Index,Market_Return,Beta,Treynor_Ratio
28-01-2022,24.780000686645508,24.86000061035156,230600,25.4950008392334,25.447999954223636,25.447999954223636,0.0,5836,21908.4616,-0.61,284.26912903225804,288.068,251.85909677419355,3.825806451612903,62.2,0.08,1.78,21671.516129032258,63.36774193548387,1738.1290322580646,290.7065806451613,4431.85,27.66,1.91,87.67,-86875.80645161291,90.8221,0.024347568825681787,1.5008374191292264,-1.1860045447379246
31-01-2022,26.67200088500977,26.67200088500977,100,26.67200088500977,26.67200088500977,26.67200088500977,0.048098119026559694,5837,21908.974,-0.5666666666666667,284.4610322580645,288.20899999999995,252.4597741935484,3.8064516129032255,62.2,0.08,1.79,21681.029032258062,62.94193548387096,1741.032258064516,291.1906451612904,4515.55,24.83,1.93,89.16,-87021.45161290323,90.8221,0.018886018254227865,1.5008374191292264,-1.1606199704056404
01-02-2022,27.069000244140625,27.069000244140625,100,27.069000244140625,27.069000244140625,27.069000244140625,0.01488449857370755,5838,21909.1448,-0.5522222222222222,284.525,288.256,252.66,3.8,62.2,0.08,1.81,21684.2,62.8,1742.0,291.35200000000003,4546.54,21.96,1.92,88.22,-87070.0,90.8221,0.006862951356977565,1.5008374191292264,-1.1960759230455513
02-02-2022,26.527999877929688,26.527999877929688,100,26.527999877929688,26.527999877929688,26.527999877929688,-0.01998597514985956,5839,21909.3156,-0.5377777777777778,284.6300714285714,288.28414285714285,252.92264285714285,3.7964285714285713,62.20357142857143,0.0842857142857142,1.78,21685.507142857143,62.67857142857142,1739.7142857142858,291.5359285714286,4589.38,22.09,1.91,88.16,-87600.14285714286,90.8221,0.009422549895085064,1.5008374191292264,-1.1993210938158756
03-02-2022,25.15900039672852,25.15900039672852,100,25.15900039672852,25.15900039672852,25.15900039672852,-0.0516058311030122,5840,21909.4864,-0.5233333333333334,284.7351428571428,288.3122857142857,253.18528571428573,3.792857142857143,62.20714285714286,0.0885714285714285,1.82,21686.814285714285,62.55714285714286,1737.428571428571,291.7198571428572,4477.44,24.35,1.92,90.17,-88130.28571428571,90.8221,-0.024391094221877574,1.5008374191292264,-1.2470410233967266
04-02-2022,25.948999404907227,25.950000762939453,2300,26.02199935913086,25.97599983215332,25.97599983215332,0.03247344578646438,5841,21909.6572,-0.508888888888889,284.84021428571424,288.34042857142856,253.44792857142852,3.789285714285714,62.21071428571429,0.0928571428571428,1.93,21688.12142857143,62.43571428571428,1735.142857142857,291.90378571428573,4500.53,23.22,1.92,92.27,-88660.42857142857,90.8221,0.005156964694110977,1.5008374191292264,-1.264311863515813
07-02-2022,25.968000411987305,26.20599937438965,100,26.20599937438965,25.968000411987305,25.968000411987305,-0.00030795427385676977,5842,21910.1696,-0.4655555555555556,285.15542857142856,288.4248571428571,254.2358571428572,3.778571428571429,62.221428571428575,0.1057142857142857,1.92,21692.042857142857,62.07142857142857,1728.2857142857142,292.45557142857143,4483.87,22.86,1.93,91.25,-90250.85714285714,90.8221,-0.003701786234065696,1.5008374191292264,-1.279490989362461
08-02-2022,26.26000022888184,26.309999465942383,6500,26.3700008392334,26.3700008392334,26.3700008392334,0.015480607704416283,5843,21910.3404,-0.4511111111111111,285.2605,288.453,254.4985,3.775,62.225,0.11,1.96,21693.35,61.95,1726.0,292.6395,4521.54,21.44,1.91,89.32,-90781.0,90.8221,0.008401224834796661,1.5008374191292264,-1.295622941906511
09-02-2022,27.09499931335449,27.09499931335449,100,27.09499931335449,27.09499931335449,27.09499931335449,0.027493304931656803,5844,21910.5112,-0.4366666666666666,285.3655714285714,288.48114285714286,254.7611428571429,3.7714285714285714,62.22857142857143,0.1142857142857143,1.94,21694.657142857144,61.82857142857143,1723.7142857142858,292.8234285714286,4587.18,19.96,1.92,89.57,-91311.14285714286,90.8221,0.014517177775713597,1.5008374191292264,-1.2742930517936872
10-02-2022,26.739999771118164,26.86000061035156,4400,26.86000061035156,26.76000022888184,26.76000022888184,-0.01236387130327532,5845,21910.682,-0.4222222222222223,285.4706428571428,288.5092857142857,255.0237857142857,3.767857142857143,62.23214285714286,0.1185714285714285,2.03,21695.964285714286,61.707142857142856,1721.428571428571,293.0073571428572,4504.08,23.91,1.91,89.83,-91841.28571428572,90.8221,-0.018115705073705524,1.5008374191292264,-1.3608161985248461
